OBS,DX_CD,DX_DSC
9629,S22058B,"Other fracture of T5-T6 vertebra, initial encounter for open fracture"
9630,S22059A,"Unspecified fracture of T5-T6 vertebra, initial encounter for closed fracture"
9631,S22059B,"Unspecified fracture of T5-T6 vertebra, initial encounter for open fracture"
9632,S22060A,"Wedge compression fracture of T7-T8 vertebra, initial encounter for closed fracture"
9633,S22060B,"Wedge compression fracture of T7-T8 vertebra, initial encounter for open fracture"
9634,S22061A,"Stable burst fracture of T7-T8 vertebra, initial encounter for closed fracture"
9635,S22061B,"Stable burst fracture of T7-T8 vertebra, initial encounter for open fracture"
9636,S22062A,"Unstable burst fracture of T7-T8 vertebra, initial encounter for closed fracture"
9637,S22062B,"Unstable burst fracture of T7-T8 vertebra, initial encounter for open fracture"
9638,S22068A,"Other fracture of T7-T8 thoracic vertebra, initial encounter for closed fracture"
9639,S22068B,"Other fracture of T7-T8 thoracic vertebra, initial encounter for open fracture"
9640,S22069A,"Unspecified fracture of T7-T8 vertebra, initial encounter for closed fracture"
9641,S22069B,"Unspecified fracture of T7-T8 vertebra, initial encounter for open fracture"
9642,S22070A,"Wedge compression fracture of T9-T10 vertebra, initial encounter for closed fracture"
9643,S22070B,"Wedge compression fracture of T9-T10 vertebra, initial encounter for open fracture"
9644,S22071A,"Stable burst fracture of T9-T10 vertebra, initial encounter for closed fracture"
9645,S22071B,"Stable burst fracture of T9-T10 vertebra, initial encounter for open fracture"
9646,S22072A,"Unstable burst fracture of T9-T10 vertebra, initial encounter for closed fracture"
9647,S22072B,"Unstable burst fracture of T9-T10 vertebra, initial encounter for open fracture"
9648,S22078A,"Other fracture of T9-T10 vertebra, initial encounter for closed fracture"
9649,S22078B,"Other fracture of T9-T10 vertebra, initial encounter for open fracture"
9650,S22079A,"Unspecified fracture of T9-T10 vertebra, initial encounter for closed fracture"
9651,S22079B,"Unspecified fracture of T9-T10 vertebra, initial encounter for open fracture"
9652,S22080A,"Wedge compression fracture of T11-T12 vertebra, initial encounter for closed fracture"
9653,S22080B,"Wedge compression fracture of T11-T12 vertebra, initial encounter for open fracture"
9654,S22081A,"Stable burst fracture of T11-T12 vertebra, initial encounter for closed fracture"
9655,S22081B,"Stable burst fracture of T11-T12 vertebra, initial encounter for open fracture"
9656,S22082A,"Unstable burst fracture of T11-T12 vertebra, initial encounter for closed fracture"
9657,S22082B,"Unstable burst fracture of T11-T12 vertebra, initial encounter for open fracture"
9658,S22088A,"Other fracture of T11-T12 vertebra, initial encounter for closed fracture"
9659,S22088B,"Other fracture of T11-T12 vertebra, initial encounter for open fracture"
9660,S22089A,"Unspecified fracture of T11-T12 vertebra, initial encounter for closed fracture"
9661,S22089B,"Unspecified fracture of T11-T12 vertebra, initial encounter for open fracture"
9662,S240XXA,"Concussion and edema of thoracic spinal cord, initial encounter"
9663,S240XXD,"Concussion and edema of thoracic spinal cord, subsequent encounter"
9664,S240XXS,"Concussion and edema of thoracic spinal cord, sequela"
9665,S24101A,"Unspecified injury at T1 level of thoracic spinal cord, initial encounter"
9666,S24101D,"Unspecified injury at T1 level of thoracic spinal cord, subsequent encounter"
9667,S24101S,"Unspecified injury at T1 level of thoracic spinal cord, sequela"
9668,S24102A,"Unspecified injury at T2-T6 level of thoracic spinal cord, initial encounter"
9669,S24102D,"Unspecified injury at T2-T6 level of thoracic spinal cord, subsequent encounter"
9670,S24102S,"Unspecified injury at T2-T6 level of thoracic spinal cord, sequela"
9671,S24103A,"Unspecified injury at T7-T10 level of thoracic spinal cord, initial encounter"
9672,S24103D,"Unspecified injury at T7-T10 level of thoracic spinal cord, subsequent encounter"
9673,S24103S,"Unspecified injury at T7-T10 level of thoracic spinal cord, sequela"
9674,S24104A,"Unspecified injury at T11-T12 level of thoracic spinal cord, initial encounter"
9675,S24104D,"Unspecified injury at T11-T12 level of thoracic spinal cord, subsequent encounter"
9676,S24104S,"Unspecified injury at T11-T12 level of thoracic spinal cord, sequela"
9677,S24109A,"Unspecified injury at unspecified level of thoracic spinal cord, initial encounter"
9678,S24109D,"Unspecified injury at unspecified level of thoracic spinal cord, subsequent encounter"
9679,S24109S,"Unspecified injury at unspecified level of thoracic spinal cord, sequela"
9680,S24111A,"Complete lesion at T1 level of thoracic spinal cord, initial encounter"
9681,S24111D,"Complete lesion at T1 level of thoracic spinal cord, subsequent encounter"
9682,S24111S,"Complete lesion at T1 level of thoracic spinal cord, sequela"
9683,S24112A,"Complete lesion at T2-T6 level of thoracic spinal cord, initial encounter"
9684,S24112D,"Complete lesion at T2-T6 level of thoracic spinal cord, subsequent encounter"
9685,S24112S,"Complete lesion at T2-T6 level of thoracic spinal cord, sequela"
9686,S24113A,"Complete lesion at T7-T10 level of thoracic spinal cord, initial encounter"
9687,S24113D,"Complete lesion at T7-T10 level of thoracic spinal cord, subsequent encounter"
9688,S24113S,"Complete lesion at T7-T10 level of thoracic spinal cord, sequela"
9689,S24114A,"Complete lesion at T11-T12 level of thoracic spinal cord, initial encounter"
9690,S24114D,"Complete lesion at T11-T12 level of thoracic spinal cord, subsequent encounter"
9691,S24114S,"Complete lesion at T11-T12 level of thoracic spinal cord, sequela"
9692,S24119A,"Complete lesion at unspecified level of thoracic spinal cord, initial encounter"
9693,S24119D,"Complete lesion at unspecified level of thoracic spinal cord, subsequent encounter"
9694,S24119S,"Complete lesion at unspecified level of thoracic spinal cord, sequela"
9695,S24131A,"Anterior cord syndrome at T1 level of thoracic spinal cord, initial encounter"
9696,S24131D,"Anterior cord syndrome at T1 level of thoracic spinal cord, subsequent encounter"
9697,S24131S,"Anterior cord syndrome at T1 level of thoracic spinal cord, sequela"
9698,S24132A,"Anterior cord syndrome at T2-T6 level of thoracic spinal cord, initial encounter"
9699,S24132D,"Anterior cord syndrome at T2-T6 level of thoracic spinal cord, subsequent encounter"
9700,S24132S,"Anterior cord syndrome at T2-T6 level of thoracic spinal cord, sequela"
9701,S24133A,"Anterior cord syndrome at T7-T10 level of thoracic spinal cord, initial encounter"
9702,S24133D,"Anterior cord syndrome at T7-T10 level of thoracic spinal cord, subsequent encounter"
9703,S24133S,"Anterior cord syndrome at T7-T10 level of thoracic spinal cord, sequela"
9704,S24134A,"Anterior cord syndrome at T11-T12 level of thoracic spinal cord, initial encounter"
9705,S24134D,"Anterior cord syndrome at T11-T12 level of thoracic spinal cord, subsequent encounter"
9706,S24134S,"Anterior cord syndrome at T11-T12 level of thoracic spinal cord, sequela"
9707,S24139A,"Anterior cord syndrome at unspecified level of thoracic spinal cord, initial encounter"
9708,S24139D,"Anterior cord syndrome at unspecified level of thoracic spinal cord, subsequent encounter"
9709,S24139S,"Anterior cord syndrome at unspecified level of thoracic spinal cord, sequela"
9710,S24141A,"Brown-Sequard syndrome at T1 level of thoracic spinal cord, initial encounter"
9711,S24141D,"Brown-Sequard syndrome at T1 level of thoracic spinal cord, subsequent encounter"
9712,S24141S,"Brown-Sequard syndrome at T1 level of thoracic spinal cord, sequela"
9713,S24142A,"Brown-Sequard syndrome at T2-T6 level of thoracic spinal cord, initial encounter"
9714,S24142D,"Brown-Sequard syndrome at T2-T6 level of thoracic spinal cord, subsequent encounter"
9715,S24142S,"Brown-Sequard syndrome at T2-T6 level of thoracic spinal cord, sequela"
9716,S24143A,"Brown-Sequard syndrome at T7-T10 level of thoracic spinal cord, initial encounter"
9717,S24143D,"Brown-Sequard syndrome at T7-T10 level of thoracic spinal cord, subsequent encounter"
9718,S24143S,"Brown-Sequard syndrome at T7-T10 level of thoracic spinal cord, sequela"
9719,S24144A,"Brown-Sequard syndrome at T11-T12 level of thoracic spinal cord, initial encounter"
9720,S24144D,"Brown-Sequard syndrome at T11-T12 level of thoracic spinal cord, subsequent encounter"
9721,S24144S,"Brown-Sequard syndrome at T11-T12 level of thoracic spinal cord, sequela"
9722,S24149A,"Brown-Sequard syndrome at unspecified level of thoracic spinal cord, initial encounter"
9723,S24149D,"Brown-Sequard syndrome at unspecified level of thoracic spinal cord, subsequent encounter"
9724,S24149S,"Brown-Sequard syndrome at unspecified level of thoracic spinal cord, sequela"
9725,S24151A,"Other incomplete lesion at T1 level of thoracic spinal cord, initial encounter"
9726,S24151D,"Other incomplete lesion at T1 level of thoracic spinal cord, subsequent encounter"
9727,S24151S,"Other incomplete lesion at T1 level of thoracic spinal cord, sequela"
9728,S24152A,"Other incomplete lesion at T2-T6 level of thoracic spinal cord, initial encounter"
9729,S24152D,"Other incomplete lesion at T2-T6 level of thoracic spinal cord, subsequent encounter"
9730,S24152S,"Other incomplete lesion at T2-T6 level of thoracic spinal cord, sequela"
9731,S24153A,"Other incomplete lesion at T7-T10 level of thoracic spinal cord, initial encounter"
9732,S24153D,"Other incomplete lesion at T7-T10 level of thoracic spinal cord, subsequent encounter"
9733,S24153S,"Other incomplete lesion at T7-T10 level of thoracic spinal cord, sequela"
9734,S24154A,"Other incomplete lesion at T11-T12 level of thoracic spinal cord, initial encounter"
9735,S24154D,"Other incomplete lesion at T11-T12 level of thoracic spinal cord, subsequent encounter"
9736,S24154S,"Other incomplete lesion at T11-T12 level of thoracic spinal cord, sequela"
9737,S24159A,"Other incomplete lesion at unspecified level of thoracic spinal cord, initial encounter"
9738,S24159D,"Other incomplete lesion at unspecified level of thoracic spinal cord, subsequent encounter"
9739,S24159S,"Other incomplete lesion at unspecified level of thoracic spinal cord, sequela"
9740,S32000A,"Wedge compression fracture of unspecified lumbar vertebra, initial encounter for closed fracture"
9741,S32000B,"Wedge compression fracture of unspecified lumbar vertebra, initial encounter for open fracture"
9742,S32001A,"Stable burst fracture of unspecified lumbar vertebra, initial encounter for closed fracture"
9743,S32001B,"Stable burst fracture of unspecified lumbar vertebra, initial encounter for open fracture"
9744,S32002A,"Unstable burst fracture of unspecified lumbar vertebra, initial encounter for closed fracture"
9745,S32002B,"Unstable burst fracture of unspecified lumbar vertebra, initial encounter for open fracture"
9746,S32008A,"Other fracture of unspecified lumbar vertebra, initial encounter for closed fracture"
9747,S32008B,"Other fracture of unspecified lumbar vertebra, initial encounter for open fracture"
9748,S32009A,"Unspecified fracture of unspecified lumbar vertebra, initial encounter for closed fracture"
9749,S32009B,"Unspecified fracture of unspecified lumbar vertebra, initial encounter for open fracture"
9750,S32010A,"Wedge compression fracture of first lumbar vertebra, initial encounter for closed fracture"
9751,S32010B,"Wedge compression fracture of first lumbar vertebra, initial encounter for open fracture"
9752,S32011A,"Stable burst fracture of first lumbar vertebra, initial encounter for closed fracture"
9753,S32011B,"Stable burst fracture of first lumbar vertebra, initial encounter for open fracture"
9754,S32012A,"Unstable burst fracture of first lumbar vertebra, initial encounter for closed fracture"
9755,S32012B,"Unstable burst fracture of first lumbar vertebra, initial encounter for open fracture"
